From	To	Species	Gene Name
Q9Y6Q1	827	Homo sapiens	calpain 6(CAPN6)
P33144	2868364	Aspergillus nidulans FGSC A4	BIMB_EMENI CELL DIVISION-ASSOCIATED PROTEIN BIMB(AN8783.2)
Q95JL1	102132900	Macaca fascicularis	dynein regulatory complex subunit 7(DRC7)
Q68F35	447318	Xenopus laevis	solute carrier family 20 (phosphate transporter), member 1 S homeolog(slc20a1.S)
Q95JL6	102146293	Macaca fascicularis	coiled-coil domain containing 38(CCDC38)
Q9Y6Q9	8202	Homo sapiens	nuclear receptor coactivator 3(NCOA3)
A5DC90	5128702	Meyerozyma guilliermondii ATCC 6260	hypothetical protein(PGUG_00895)
Q99MW1	77485	Mus musculus	serine threonine kinase 31(Stk31)
Q9PK41	1245992	Chlamydia muridarum str. Nigg	peptide deformylase(TC_RS03200)
Q7TP90	293019	Rattus norvegicus	arrestin domain containing 4(Arrdc4)
Q12006	854159	Saccharomyces cerevisiae S288c	palmitoyltransferase PFA4(PFA4)
Q12008	851541	Saccharomyces cerevisiae S288c	phosphoglycerate mutase family protein GPM2(GPM2)
Q99N85	68565	Mus musculus	mitochondrial ribosomal protein S18A(Mrps18a)
Q35539	807805	Petromyzon marinus	cytochrome c oxidase subunit III(COX3)
Q68EQ9	493262	Xenopus tropicalis	vacuole membrane protein 1(vmp1)
Q95JK8	102137538	Macaca fascicularis	actin like 7B(ACTL7B)
Q9PK62	1245970	Chlamydia muridarum str. Nigg	1-deoxy-D-xylulose-5-phosphate synthase(TC_RS03085)
Q9BYK8	85441	Homo sapiens	helicase with zinc finger 2(HELZ2)
Q9Y6R7	8857	Homo sapiens	Fc fragment of IgG binding protein(FCGBP)
Q6P179	64167	Homo sapiens	endoplasmic reticulum aminopeptidase 2(ERAP2)
Q95JK3	102125930	Macaca fascicularis	spermatid associated(SPERT)
Q99MV1	83561	Mus musculus	tudor domain containing 1(Tdrd1)
Q2SSS3	23778844	Mycoplasma capricolum subsp. capricolum ATCC 27343	50S ribosomal protein L20(MCAP_RS01025)
Q7MFC1	2621286	Vibrio vulnificus YJ016	maltose ABC transporter permease(malG)
Q3UFF7	226791	Mus musculus	lysophospholipase-like 1(Lyplal1)
Q9ESN9	30957	Mus musculus	mitogen-activated protein kinase 8 interacting protein 3(Mapk8ip3)
Q97MC5	1116456	Clostridium acetobutylicum ATCC 824	2-isopropylmalate synthase(CA_C0273)
Q12019	850796	Saccharomyces cerevisiae S288c	AAA family ATPase midasin(MDN1)
Q5T6L9	55780	Homo sapiens	ER membrane associated RNA degradation(ERMARD)
Q99MV5	83456	Mus musculus	Moloney leukemia virus 10-like 1(Mov10l1)
F4HVJ3	843124	Arabidopsis thaliana	POLLEN DEFECTIVE IN GUIDANCE-like protein(POD1)
Q12018	851424	Saccharomyces cerevisiae S288c	cullin CDC53(CDC53)
Q9ESL4	65964	Mus musculus	sterile alpha motif and leucine zipper containing kinase AZK(Zak)
Q9W485	31496	Drosophila melanogaster	Integrator 6(IntS6)
Q9W3W5	31617	Drosophila melanogaster	shifted(shf)
A8HUA1	5719374	Chlamydomonas reinhardtii	flagellar associated protein(FAP58)
P33121	2180	Homo sapiens	acyl-CoA synthetase long-chain family member 1(ACSL1)
Q9Y705	2540392	Schizosaccharomyces pombe 972h-	gamma tubulin complex Spc97/GCP2 subunit Alp4(alp4)
Q95JJ0	102126456	Macaca fascicularis	protein-O-mannose kinase(POMK)
P33124	117243	Rattus norvegicus	acyl-CoA synthetase long-chain family member 6(Acsl6)
P0CS14	3256457	Cryptococcus neoformans var. neoformans JEC21	SNARE binding protein(CNC00460)
Q20375	266646	Caenorhabditis elegans	Serine palmitoyltransferase 2(sptl-2)
Q99MU0	100689339	Cricetulus griseus	DBF4 zinc finger(Dbf4)
P23499	107313390	Coturnix japonica	SPARC like 1(SPARCL1)
B0XHW8	6053091	Culex quinquefasciatus	15E1.2 protein(CpipJ_CPIJ019086)
Q99N64	100040533	Mus musculus	predicted gene 2825(Gm2825)
Q9ESK9	12421	Mus musculus	RB1-inducible coiled-coil 1(Rb1cc1)
Q9VRX6	251414	Drosophila melanogaster	zero population growth(zpg)
Q9PK40	1245993	Chlamydia muridarum str. Nigg	ribosomal RNA small subunit methyltransferase A(TC_RS03205)
Q9ESM6	71584	Mus musculus	glycerophosphodiester phosphodiesterase domain containing 2(Gdpd2)
Q00887	5678	Homo sapiens	pregnancy specific beta-1-glycoprotein 9(PSG9)
Q9ESM0	50560	Rattus norvegicus	inositol hexakisphosphate kinase 1(Ip6k1)
Q9BYI3	84668	Homo sapiens	family with sequence similarity 126 member A(FAM126A)
Q51742	1468437	Pyrococcus furiosus DSM 3638	ornithine carbamoyltransferase(PF_RS03035)
P23494	11013273	Lactococcus lactis subsp. lactis	similar to INSD accession AAA25168(lacA)
Q95JI3	102146826	Macaca fascicularis	DNA damage inducible 1 homolog 1(DDI1)
Q9Y719	2540007	Schizosaccharomyces pombe 972h-	alpha-1,3-glucan synthase Mok13(mok13)
B8XCH5	843811	Arabidopsis thaliana	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein(QKY)
Q00889	5675	Homo sapiens	pregnancy specific beta-1-glycoprotein 6(PSG6)
Q9Y6P5	27244	Homo sapiens	sestrin 1(SESN1)
F4KBP5	834510	Arabidopsis thaliana	chromatin remodeling 4(CHR4)
Q20363	176471	Caenorhabditis elegans	Stress-induced protein 1(sip-1)
P0CS03	4936861	Cryptococcus neoformans var. neoformans B-3501A	hypothetical protein(CNBF3090)
B6HAA7	8314941	Penicillium rubens Wisconsin 54-1255	Pc16g12160(Pc16g12160)
Q99MT7	84111	Mus musculus	G protein-coupled receptor 87(Gpr87)
O55438	1732717	Bovine adenovirus 2	terminal protein precursor(OAdVAgp06)
Q2UUK2	5988695	Aspergillus oryzae RIB40	golgi apparatus membrane protein tvp23(AOR_1_458184)
Q6CC39	2909512	Yarrowia lipolytica CLIB122	YALI0C12749p(YALI0C12749g)
Q9Y6M1	10644	Homo sapiens	insulin like growth factor 2 mRNA binding protein 2(IGF2BP2)
Q68EV6	447374	Xenopus laevis	mitochondrial ribosomal protein L28 L homeolog(mrpl28.L)
Q9Y6M0	10942	Homo sapiens	protease, serine 21(PRSS21)
Q6CC70	2909275	Yarrowia lipolytica CLIB122	YALI0C11946p(YALI0C11946g)
Q9Y6M7	9497	Homo sapiens	solute carrier family 4 member 7(SLC4A7)
Q95JH0	443121	Ovis aries	1-acylglycerol-3-phosphate O-acyltransferase 1(AGPAT1)
Q51796	1468839	Pyrococcus furiosus DSM 3638	transcriptional regulator(PF_RS04895)
Q9Y6M5	7779	Homo sapiens	solute carrier family 30 member 1(SLC30A1)
Q7TP47	363113	Rattus norvegicus	synaptotagmin binding, cytoplasmic RNA interacting protein(Syncrip)
P37397	54321	Rattus norvegicus	calponin 3(Cnn3)
Q5SUQ9	68964	Mus musculus	CTS telomere maintenance complex component 1(Ctc1)
P37398	4324314	Oryza sativa Japonica Group	B3 domain-containing protein VP1(LOC4324314)
Q7TP48	366227	Rattus norvegicus	adipocyte plasma membrane associated protein(Apmap)
Q99MR8	72039	Mus musculus	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)(Mccc1)
Q9ESJ0	57258	Mus musculus	exportin 4(Xpo4)
Q9PK00	1246037	Chlamydia muridarum str. Nigg	ribonuclease R(TC_RS03435)
B4DJY2	387890	Homo sapiens	transmembrane protein 233(TMEM233)
Q99MS3	93734	Mus musculus	Mpv17 transgene, kidney disease mutant-like(Mpv17l)
Q99N43	84035	Mus musculus	kringle containing transmembrane protein 1(Kremen1)
B4PSS5	6537301	Drosophila yakuba	GE26445 gene product from transcript GE26445-RA(Dyak\GE26445)
Q6WRH9	310448	Rattus norvegicus	immunoglobulin superfamily, member 10(Igsf10)
Q9PK01	1246033	Chlamydia muridarum str. Nigg	proline--tRNA ligase(TC_RS03415)
Q3UFK8	67457	Mus musculus	FERM domain containing 8(Frmd8)
A4IGY6	100038282	Xenopus tropicalis	solute carrier family 39 (zinc transporter), member 14(slc39a14)
P0CS34	3256036	Cryptococcus neoformans var. neoformans JEC21	rRNA processing-related protein(CNB04640)
Q68F72	447292	Xenopus laevis	solute carrier family 15 (oligopeptide transporter), member 4 L homeolog(slc15a4.L)
D3ZF92	316256	Rattus norvegicus	TNF receptor superfamily member 21(Tnfrsf21)
Q6WRI0	285313	Homo sapiens	immunoglobulin superfamily member 10(IGSF10)
Q68F64	447296	Xenopus laevis	unc-45 myosin chaperone B S homeolog(unc45b.S)
Q87ZS5	1185008	[Pseudomonas syringae] pv. tomato str. DC3000	cell division protein FtsK(ftsK)
Q9Y6N5	58472	Homo sapiens	sulfide quinone reductase-like (yeast)(SQRDL)
B7GJR4	7037817	Anoxybacillus flavithermus WK1	mannitol-1-phosphate 5-dehydrogenase(AFLV_RS08235)
Q9Y6N8	1008	Homo sapiens	cadherin 10(CDH10)
Q68F67	447295	Xenopus laevis	DENN/MADD domain containing 1A S homeolog(dennd1a.S)
Q9Y6N7	6091	Homo sapiens	roundabout guidance receptor 1(ROBO1)
Q9VS79	38841	Drosophila melanogaster	Cytochrome P450-4d8(Cyp4d8)
Q8EXV1	1154032	Leptospira interrogans serovar Lai str. 56601	adenosylhomocysteinase(LB_106)
Q00860	2960258	Mytilus edulis	NADH dehydrogenase subunit 1(ND1)
Q9VRV7	38720	Drosophila melanogaster	CG13298 gene product from transcript CG13298-RA(CG13298)
Q9BYG0	84002	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5(B3GNT5)
P31696	396538	Gallus gallus	agrin(AGRN)
Q99N28	94332	Mus musculus	cell adhesion molecule 3(Cadm3)
P31695	18132	Mus musculus	notch 4(Notch4)
Q9BYG5	84612	Homo sapiens	par-6 family cell polarity regulator beta(PARD6B)
F4HW02	837344	Arabidopsis thaliana	Transmembrane amino acid transporter family protein(AT1G08230)
Q00866	809002	Pinus thunbergii	maturase(matK)
Q9ESJ4	80987	Mus musculus	NCK interacting protein with SH3 domain(Nckipsd)
Q99N34	84359	Rattus norvegicus	DNA fragmentation factor subunit beta(Dffb)
Q751A7	4622839	Eremothecium gossypii ATCC 10895	AGL127Cp(AGOS_AGL127C)
Q9BYG8	56169	Homo sapiens	gasdermin C(GSDMC)
Q99N32	83379	Mus musculus	klotho beta(Klb)
Q9Y6N9	10083	Homo sapiens	USH1 protein network component harmonin(USH1C)
Q68F62	447298	Xenopus laevis	MPV17 mitochondrial membrane protein-like S homeolog(mpv17l.S)
Q68F60	447300	Xenopus laevis	CUE domain containing 2 L homeolog(cuedc2.L)
B4RUH2	10556583	Alteromonas mediterranea DE	tryptophan 2,3-dioxygenase(MADE_RS05760)
Q9Y6K5	4940	Homo sapiens	2'-5'-oligoadenylate synthetase 3(OAS3)
P0DMN0	105369243	Homo sapiens	sulfotransferase 1A3(LOC105369243)
Q0CH39	4318872	Aspergillus terreus NIH2624	similar to O-sialoglycoprotein endopeptidase(ATEG_07003)
Q9Y6K1	1788	Homo sapiens	DNA methyltransferase 3 alpha(DNMT3A)
O04858	107801901	Nicotiana tabacum	serine/threonine-protein phosphatase PP1 isozyme 3(LOC107801901)
Q9BYD1	28998	Homo sapiens	mitochondrial ribosomal protein L13(MRPL13)
P37370	851051	Saccharomyces cerevisiae S288c	Vrp1p(VRP1)
Q007T5	780425	Sus scrofa	ADP ribosylation factor 6(ARF6)
P31662	613226	Rattus norvegicus	solute carrier family 6 member 17(Slc6a17)
Q99MP8	72399	Mus musculus	BRCA1 associated protein(Brap)
A7MBP4	565922	Danio rerio	intraflagellar transport 46 homolog (Chlamydomonas)(ift46)
Q8F9Y3	1149397	Leptospira interrogans serovar Lai str. 56601	histidyl-tRNA synthetase(hisS)
Q99MQ3	68943	Mus musculus	PTEN induced putative kinase 1(Pink1)
P84550	390598	Homo sapiens	SKI family transcriptional corepressor 1(SKOR1)
P0DMN8	100962100	Otolemur garnettii	apolipoprotein C4(APOC4)
O51202	1195019	Borrelia burgdorferi B31	carbon storage regulator(csrA)
Q68F50	447307	Xenopus laevis	twinfilin actin binding protein 1 S homeolog(twf1.S)
O51208	1195025	Borrelia burgdorferi B31	translation initiation factor IF-3(infC)
Q751B2	4622866	Eremothecium gossypii ATCC 10895	AGL100Wp(AGOS_AGL100W)
Q6CBW0	2909348	Yarrowia lipolytica CLIB122	YALI0C15070p(YALI0C15070g)
Q9Y6L6	10599	Homo sapiens	solute carrier organic anion transporter family member 1B1(SLCO1B1)
Q68F45	447310	Xenopus laevis	WD repeat domain 45B S homeolog(wdr45b.S)
Q68ES4	447400	Xenopus laevis	KDEL endoplasmic reticulum protein retention receptor 1 S homeolog(kdelr1.S)
Q3UFM5	433864	Mus musculus	nucleolar protein with MIF4G domain 1(Nom1)
P0CS41	4933616	Cryptococcus neoformans var. neoformans B-3501A	hypothetical protein(CNBA3580)
P31674	4342580	Oryza sativa Japonica Group	40S ribosomal protein S15(LOC4342580)
P37383	396086	Gallus gallus	RAD51 recombinase(RAD51)
Q03280	852068	Saccharomyces cerevisiae S288c	E3 ubiquitin-protein ligase TOM1(TOM1)
Q9BYE2	84000	Homo sapiens	transmembrane protease, serine 13(TMPRSS13)
P37382	2538816	Schizosaccharomyces pombe 972h-	RNA polymerase II subunit 3(rpb3)
Q9W3T5	50395	Drosophila melanogaster	CG32736 gene product from transcript CG32736-RB(CG32736)
Q99N07	68774	Mus musculus	membrane-spanning 4-domains, subfamily A, member 6D(Ms4a6d)
Q9ESH6	64045	Rattus norvegicus	glutaredoxin(Glrx)
Q7U184	1092558	Mycobacterium bovis AF2122/97	UDP-glucose-4-epimerase CpsY(cpsY)
Q9BYE9	54825	Homo sapiens	cadherin related family member 2(CDHR2)
Q9VS60	38823	Drosophila melanogaster	CG32380 gene product from transcript CG32380-RA(SMSr)
B0JGA8	5863101	Microcystis aeruginosa NIES-843	protoheme IX farnesyltransferase(MAE_RS09985)
Q7MFA1	2621306	Vibrio vulnificus YJ016	hemin import ATP-binding protein HmuV(BJE04_RS17795)
Q9Y6L7	7093	Homo sapiens	tolloid like 2(TLL2)
Q075B4	479458	Canis lupus familiaris	caspase 12(CASP12)
Q9BYT3	65975	Homo sapiens	serine/threonine kinase 33(STK33)
P0DMQ9	100130301	Homo sapiens	chromosome 8 open reading frame 89(C8orf89)
Q9Y5Y4	11251	Homo sapiens	prostaglandin D2 receptor 2(PTGDR2)
Q87QW2	1188541	Vibrio parahaemolyticus RIMD 2210633	cell division protein MukB(mukB)
Q80ZU5	74895	Mus musculus	coiled-coil domain containing 181(Ccdc181)
Q9Y5Y0	28982	Homo sapiens	feline leukemia virus subgroup C cellular receptor 1(FLVCR1)
Q9NHV9	32920	Drosophila melanogaster	Vav ortholog (H. sapiens)(Vav)
A6L071	5302363	Bacteroides vulgatus ATCC 8482	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase(BVU_RS07070)
Q99MN1	85305	Mus musculus	lysyl-tRNA synthetase(Kars)
Q750S6	4622829	Eremothecium gossypii ATCC 10895	AGL137Wp(AGOS_AGL137W)
Q9XU98	173355	Caenorhabditis elegans	Enhancer of unc-40 Ventral Axon guidance defects(eva-1)
Q95KE5	282277	Bos taurus	mitochondrial ribosomal protein L43(MRPL43)
Q9W4T4	31309	Drosophila melanogaster	dunce(dnc)
Q13Q00	4007357	Paraburkholderia xenovorans LB400	oxaloacetate decarboxylase(BXE_RS26445)
Q0VA42	780771	Xenopus tropicalis	family with sequence similarity 188 member B(fam188b)
Q9Y5X4	10002	Homo sapiens	nuclear receptor subfamily 2 group E member 3(NR2E3)
Q9Y5X5	10886	Homo sapiens	neuropeptide FF receptor 2(NPFFR2)
Q0VA40	779722	Xenopus tropicalis	Sp9 transcription factor(sp9)
Q9VT57	39157	Drosophila melanogaster	Cyclin-dependent kinase 8(Cdk8)
Q70PP2	31625	Drosophila melanogaster	no-on-and-no-off transient C(nonC)
Q68EY7	447348	Xenopus laevis	coiled-coil domain containing 124 L homeolog(ccdc124.L)
P0DMQ6	415332	Gallus gallus	sorbitol dehydrogenase(SORD)
P31776	949537	Haemophilus influenzae Rd KW20	penicillin-binding protein 1A(ponA)
Q68EY9	447346	Xenopus laevis	GDP-mannose pyrophosphorylase B L homeolog(gmppb.L)
P0DMQ5	100505573	Homo sapiens	InaF motif containing 2(INAFM2)
O26640	1470501	Methanothermobacter thermautotrophicus str. Delta H	double-stranded DNA repair protein Rad50(MTH_RS02510)
Q6R2V0	406235	Sus scrofa	WNK lysine deficient protein kinase 1(WNK1)
Q5L3F3	3184967	Geobacillus kaustophilus HTA426	transcriptional regulator(GK_RS01690)
P23433	107777766	Nicotiana tabacum	glucan endo-1,3-beta-glucosidase(LOC107777766)
Q9Y5X2	29886	Homo sapiens	sorting nexin 8(SNX8)
Q9Y692	10691	Homo sapiens	glucocorticoid modulatory element binding protein 1(GMEB1)
Q99N01	171144	Rattus norvegicus	solute carrier organic anion transporter family, member 4a1(Slco4a1)
Q9VT41	39141	Drosophila melanogaster	deflated(defl)
Q6IFX4	237934	Mus musculus	keratin 39(Krt39)
Q9Y5W8	23161	Homo sapiens	sorting nexin 13(SNX13)
Q4DLT6	3547042	Trypanosoma cruzi strain CL Brener	adenylosuccinate synthetase(Tc00.1047053509683.80)
P31764	950798	Haemophilus influenzae Rd KW20	galactose-1-phosphate uridylyltransferase(galT)
Q9W4S7	31310	Drosophila melanogaster	CG10798 gene product from transcript CG10798-RB(Myc)
Q03395	6094	Homo sapiens	retinal outer segment membrane protein 1(ROM1)
Q9BYR4	85290	Homo sapiens	keratin associated protein 4-3(KRTAP4-3)
Q7TPD7	192734	Mus musculus	leucine rich repeat containing 75B(Lrrc75b)
Q7TPD6	242570	Mus musculus	ribonucleoprotein, PTB-binding 2(Raver2)
Q46GB1	3626216	Methanosarcina barkeri str. Fusaro	50S ribosomal protein L6(MBAR_RS00590)
Q7TPD3	268902	Mus musculus	roundabout guidance receptor 2(Robo2)
Q7TPD2	330050	Mus musculus	family with sequence similarity 185, member A(Fam185a)
P23400	5715906	Chlamydomonas reinhardtii	thioredoxin m(TRXm)
Q2SSM5	23778795	Mycoplasma capricolum subsp. capricolum ATCC 27343	transcription elongation factor GreA(MCAP_RS01270)
B7GJ32	7036338	Anoxybacillus flavithermus WK1	30S ribosomal protein S9(AFLV_RS00780)
Q97LG8	1116776	Clostridium acetobutylicum ATCC 824	6,7-dimethyl-8-ribityllumazine synthase(ribH)
Q9XU75	172557	Caenorhabditis elegans	Putative carboxypeptidase suro-1(suro-1)
Q0VA20	779452	Xenopus tropicalis	SLAIN motif family, member 2(slain2)
Q5T619	127665	Homo sapiens	zinc finger protein 648(ZNF648)
Q9W534	31168	Drosophila melanogaster	CG4322 gene product from transcript CG4322-RD(moody)
Q9Y673	29880	Homo sapiens	ALG5, dolichyl-phosphate beta-glucosyltransferase(ALG5)
P45404	1232662	Sinorhizobium meliloti 1021	cytochrome C-type biogenesis transmembrane protein(cycK)
A4IGF3	100004177	Danio rerio	XRCC6 binding protein 1(xrcc6bp1)
Q9Y678	22820	Homo sapiens	coatomer protein complex subunit gamma 1(COPG1)
P45403	1053038	Bradyrhizobium diazoefficiens USDA 110	cytochrome C-type biogenesis protein(cycK)
Q0CI21	4322286	Aspergillus terreus NIH2624	feruloyl esterase B precursor(ATEG_06663)
Q95KC3	102122720	Macaca fascicularis	purinergic receptor P2Y12(P2RY12)
B7GIR9	7036962	Anoxybacillus flavithermus WK1	quinolinate synthase A(AFLV_RS03935)
Q5T5P2	56243	Homo sapiens	KIAA1217(KIAA1217)
Q7TPD0	229543	Mus musculus	integrator complex subunit 3(Ints3)
P31754	281568	Bos taurus	uridine monophosphate synthetase(UMPS)
F4HWB6	838686	Arabidopsis thaliana	Auxin efflux carrier family protein(AT1G20925)
P0DMS7	100136273	Oncorhynchus mykiss	type I interferon(ifn1)
Q7TPD1	225055	Mus musculus	F-box protein 11(Fbxo11)
Q99MK8	110355	Mus musculus	G protein-coupled receptor kinase 2(Grk2)
Q9BZ29	23348	Homo sapiens	dedicator of cytokinesis 9(DOCK9)
Q6P1R4	64118	Homo sapiens	dihydrouridine synthase 1 like(DUS1L)
Q99MK9	56289	Mus musculus	Ras association (RalGDS/AF-6) domain family member 1(Rassf1)
A6L065	5302357	Bacteroides vulgatus ATCC 8482	DNA repair protein RecO(BVU_RS07040)
P23416	2742	Homo sapiens	glycine receptor alpha 2(GLRA2)
Q95KD9	102144210	Macaca fascicularis	DIRAS family GTPase 2(DIRAS2)
Q6IFY7	496390	Xenopus laevis	reticulon 1 L homeolog(rtn1.L)
Q95KD7	102124924	Macaca fascicularis	coiled-coil domain containing 191(CCDC191)
Q750U1	4622808	Eremothecium gossypii ATCC 10895	AGL152Cp(AGOS_AGL152C)
Q99ML5	246302	Rattus norvegicus	prenylcysteine oxidase 1(Pcyox1)
Q6R2W3	114821	Homo sapiens	zinc finger BED-type containing 9(ZBED9)
Q97LH9	1116765	Clostridium acetobutylicum ATCC 824	cobalamin biosynthesis protein(cobD)
Q9BZ19	140731	Homo sapiens	ankyrin repeat domain 60(ANKRD60)
Q6P1S4	395040	Xenopus tropicalis	arginyl-tRNA synthetase(rars)
Q9Y5U4	51141	Homo sapiens	insulin induced gene 2(INSIG2)
C5P311	9696338	Coccidioides posadasii C735 delta SOWgp	BNR/Asp-box repeat family protein(CPC735_039630)
Q0VA16	780253	Xenopus tropicalis	WD repeat domain 70(wdr70)
P45417	9731510	Dickeya dadantii 3937	membrane protein(DDA3937_RS00590)
A7MAZ4	539938	Bos taurus	TATA-box binding protein associated factor 8(TAF8)
Q51693	3361854	Bacillus anthracis	pXO2-55(pxo2_55)
Q68F99	493233	Xenopus tropicalis	SH3 and cysteine rich domain 3(stac3)
P0DMR5	207213	Mus musculus	TD and POZ domain containing 1(Tdpoz1)
Q9VT28	39122	Drosophila melanogaster	furry(fry)
Q64U20	3084044	Bacteroides fragilis YCH46	xylose isomerase(BF2262)
Q9BZ11	80332	Homo sapiens	ADAM metallopeptidase domain 33(ADAM33)
Q9BYP7	65267	Homo sapiens	WNK lysine deficient protein kinase 3(WNK3)
Q6P1S6	395043	Xenopus tropicalis	myotrophin(mtpn)
A7MAZ3	509292	Bos taurus	ubiquitin like modifier activating enzyme 5(UBA5)
Q750X3	4622776	Eremothecium gossypii ATCC 10895	AGL184Wp(AGOS_AGL184W)
Q09YN4	100126568	Oryctolagus cuniculus	capping actin protein of muscle Z-line alpha subunit 2(CAPZA2)
P23469	5791	Homo sapiens	protein tyrosine phosphatase, receptor type E(PTPRE)
O94991	26050	Homo sapiens	SLIT and NTRK like family member 5(SLITRK5)
P23468	5789	Homo sapiens	protein tyrosine phosphatase, receptor type D(PTPRD)
A0JP43	319634	Mus musculus	EF-hand calcium binding domain 5(Efcab5)
P23467	5787	Homo sapiens	protein tyrosine phosphatase, receptor type B(PTPRB)
Q09YN0	100126561	Oryctolagus cuniculus	ankyrin repeat, SAM and basic leucine zipper domain containing 1(ASZ1)
O94993	11063	Homo sapiens	SRY-box 30(SOX30)
O94992	10614	Homo sapiens	hexamethylene bisacetamide inducible 1(HEXIM1)
Q6EE31	418486	Gallus gallus	chaperonin containing TCP1 subunit 8(CCT8)
P97603	81735	Rattus norvegicus	neogenin 1(Neo1)
Q80ZQ9	230234	Mus musculus	family with sequence similarity 206, member A(Fam206a)
P97605	116683	Rattus norvegicus	ephrin A5(Efna5)
Q5T681	414157	Homo sapiens	chromosome 10 open reading frame 62(C10orf62)
Q03337	852083	Saccharomyces cerevisiae S288c	TRAPP subunit TRS31(TRS31)
Q99MI6	83408	Mus musculus	GTPase, IMAP family member 3(Gimap3)
Q99MI7	117553	Rattus norvegicus	ubiquitin-like modifier activating enzyme 3(Uba3)
Q711T7	78914	Mus musculus	NAD synthetase 1(Nadsyn1)
Q64U74	3084062	Bacteroides fragilis YCH46	aspartate carbamoyltransferase catalytic chain(BF2208)
